Name,Device ID,Scheduled Time,Issued Time,Response Time,Duration (seconds) from scheduled to completion time,Duration (seconds) from first response to completion time,[3_CAL] Geboortedatum:,[4_SAQ] Geslacht:
65306,23B1F2526A9E42D791335483DCD3DBB8,2022-12-20 18:29:22 CET,2022-12-20 18:29:22 CET,2022-12-20 18:39:39 CET,616.484,56,05/01/2003,2
65308,84a14c5122c86902,2022-12-20 18:36:08 CET,2022-12-20 18:36:08 CET,2022-12-20 18:38:18 CET,129.534,58,01/04/1997,2
65310,51088dd5e77acc2c,2022-12-20 19:05:43 CET,2022-12-20 19:05:43 CET,2022-12-20 19:13:08 CET,444.661,90,05/10/1998,2
65315,efbb519f4b04be62,2022-12-21 07:36:18 CET,2022-12-21 07:36:18 CET,2022-12-21 07:38:41 CET,143.573,61,08/03/1995,2
65317,FD92295A90D346D09C16924D0D274E2F,2022-12-21 10:42:01 CET,2022-12-21 10:42:01 CET,2022-12-21 10:49:18 CET,437.444,56,17/05/2000,2
65318,21e8e6c5a1290dfb,2022-12-21 11:42:40 CET,2022-12-21 11:42:40 CET,2022-12-21 11:50:42 CET,482.234,71,09/01/1997,2
65323,9a05de3eaafc0c06,2022-12-21 15:19:08 CET,2022-12-21 15:19:08 CET,2022-12-21 15:23:35 CET,267.874,75,06/01/1999,2
65329,2B466357C12C44CEA606E554BBDB59CB,2022-12-21 19:22:53 CET,2022-12-21 19:22:53 CET,2022-12-21 19:28:11 CET,318.063,88,15/03/1999,2
65332,B79F0F8081254BCE8F8DB320A65526DD,2022-12-21 21:21:14 CET,2022-12-21 21:21:14 CET,2022-12-21 21:31:02 CET,588.227,368,06/11/1999,2
65351,d063691d1d10ed54,2022-12-23 06:19:26 WET,2022-12-23 06:19:26 WET,2022-12-23 06:21:22 WET,115.308,73,27/05/1997,2
65353,5DDF0A410BBD4DC59B87B1D3D8B3DE58,2022-12-23 08:52:51 CET,2022-12-23 08:52:51 CET,2022-12-23 08:54:24 CET,92.317,45,11/04/1991,2
65354,f2273f6234c9f578,2023-01-09 16:35:37 CET,2023-01-09 16:35:37 CET,2023-01-09 16:37:00 CET,83.404,58,10/05/2001,2
65360,8066057fa673402e,23/12/2022 18:47,23/12/2022 18:47,24/12/2022 00:59,22313.267,284,27/09/2004,3
65367,48403cfcf3423fad,2022-12-25 16:12:37 CET,2022-12-25 16:12:37 CET,2022-12-25 16:21:41 CET,544.554,173,27/05/1997,2
65371,60DB2B49A0BE4AA89647BA020F36F757,2022-12-26 14:10:49 CET,2022-12-26 14:10:49 CET,2022-12-26 14:13:01 CET,131.853,56,19/03/1986,2
65378,BCD67E2ED4C74DB09594F58A826932ED,2022-12-27 16:14:56 CET,2022-12-27 16:14:56 CET,2022-12-27 16:21:49 CET,412.557,67,20/03/1997,2
65387,469a6b032242ce20,2022-12-28 19:25:54 CET,2022-12-28 19:25:54 CET,2022-12-28 19:27:39 CET,105.058,53,05/11/2001,2
65426,9bed2b5aba1d8697,2023-01-02 14:38:37 CET,2023-01-02 14:38:37 CET,2023-01-02 14:41:50 CET,192.696,56,29/12/1998,2
65432,225F66F70AA24CD1AA6F119C038503B5,2023-01-02 19:54:36 CET,2023-01-02 19:54:36 CET,2023-01-02 19:57:20 CET,164.293,61,14/10/1992,2
66179,5d07d2b8fc6a0981,2023-01-08 17:18:29 CET,2023-01-08 17:18:29 CET,2023-01-08 17:20:08 CET,99.57,61,17/05/1996,2
66182,744ec2c8c6cf0837,2023-01-09 07:28:12 CET,2023-01-09 07:28:12 CET,2023-01-09 07:41:14 CET,782.379,67,24/12/1997,1
66202,533CFCAC3FC94BB890401521C7B9261C,2023-01-09 14:16:10 CET,2023-01-09 14:16:10 CET,2023-01-09 14:19:46 CET,215.738,60,10/02/1965,2
66203,5F7EBD93F3F04983B44549DE1AFCAFBD,2023-01-09 14:28:08 CET,2023-01-09 14:28:08 CET,2023-01-09 17:59:03 CET,12655.404,97,20/03/1960,2
66204,C9324E3DB5394F3AB5E75425F0640408,2023-01-09 14:34:47 CET,2023-01-09 14:34:47 CET,2023-01-09 14:39:05 CET,257.845,81,06/08/1967,2
66206,67b4a0b649bbc6b7,2023-01-09 14:46:56 CET,2023-01-09 14:46:56 CET,2023-01-09 15:01:57 CET,900.379,86,16/09/1960,2
66208,BC975A0E090F4274B554C1F712681500,2023-01-09 15:00:48 CET,2023-01-09 15:00:48 CET,2023-01-09 15:04:37 CET,228.255,95,27/04/1976,1
66210,e39a266623320af8,2023-01-09 15:21:57 CET,2023-01-09 15:21:57 CET,2023-01-09 15:24:59 CET,182.401,107,14/04/1958,2
66213,ca57c6ce9843f00d,2023-01-09 15:46:09 CET,2023-01-09 15:46:09 CET,2023-01-09 15:54:17 CET,488.123,87,09/01/2023,2
66217,498EE4B9054B486A9F4EECF6A13153B0,2023-01-09 16:06:31 CET,2023-01-09 16:06:31 CET,2023-01-09 16:09:03 CET,152.133,82,23/10/1967,2
66218,56DE213D7B204038BE003DCBBE921CF4,2023-01-09 16:26:03 CET,2023-01-09 16:26:03 CET,2023-01-09 16:28:13 CET,130.115,60,20/01/1996,2
66219,8DB1922EDD6948F5A051838CA9AF0F98,2023-01-09 16:27:32 CET,2023-01-09 16:27:32 CET,2023-01-09 16:31:28 CET,235.596,47,17/08/1993,2
66222,41a270ee43729541,2023-01-09 17:06:12 CET,2023-01-09 17:06:12 CET,2023-01-09 17:22:38 CET,986.906,88,22/04/1968,1
66225,dbf36d53d3abc8d9,2023-01-09 18:10:19 CET,2023-01-09 18:10:19 CET,2023-01-10 22:12:55 CET,100955.784,54,03/02/1997,2
66226,E898917AC2FD4046832E35D9CA838FBB,2023-01-09 18:17:33 CET,2023-01-09 18:17:33 CET,2023-01-09 18:19:59 CET,146.125,63,02/07/1999,2
66227,916dfc1aa5eb5a18,2023-01-09 18:28:14 CET,2023-01-09 18:28:14 CET,2023-01-09 18:43:09 CET,894.863,91,15/04/1977,2
66228,CF32E93B1BD547C0882DA063D1852326,2023-01-09 18:34:03 CET,2023-01-09 18:34:03 CET,2023-01-09 18:49:02 CET,898.684,697,10/12/2000,2
66229,E569C875506C4AD59EE56EAB36B56158,2023-01-09 18:37:04 CET,2023-01-09 18:37:04 CET,2023-01-09 18:42:51 CET,346.953,113,17/08/1998,2
66230,8FC1BF0C625B4E33A3893C30F3621C0F,2023-01-09 19:14:25 CET,2023-01-09 19:14:25 CET,2023-01-09 19:17:15 CET,170.054,93,22/11/1958,2
66232,1E92A824F3084238898DF84D18667969,2023-01-09 19:50:43 CET,2023-01-09 19:50:43 CET,2023-01-09 22:14:54 CET,8650.357,107,21/12/1999,2
66233,b1f4696936940a57,2023-01-09 20:05:28 CET,2023-01-09 20:05:28 CET,2023-01-09 20:08:32 CET,184.975,81,14/12/1972,2
66237,756b20dd840d97ec,2023-01-09 20:18:23 CET,2023-01-09 20:18:23 CET,2023-01-09 20:30:39 CET,735.236,92,08/10/1963,1
66238,1bbbe33b9e42823a,2023-01-09 20:27:59 CET,2023-01-09 20:27:59 CET,2023-01-09 20:43:03 CET,903.456,117,29/06/1998,1
66239,5508f31dc44e775d,2023-01-09 20:32:09 CET,2023-01-09 20:32:09 CET,2023-01-09 20:37:30 CET,320.631,113,29/06/1998,1
66240,8070551efb668fee,2023-01-09 21:36:20 CET,2023-01-09 21:36:20 CET,2023-01-09 21:38:02 CET,101.767,68,22/04/2002,1
66241,92BF0B2A3C104E4DA649A2B0E097FC12,2023-01-09 21:39:43 CET,2023-01-09 21:39:43 CET,2023-01-09 21:41:31 CET,108.409,57,07/12/1998,1
66245,FD4A408F920144ECAA2AD74033028933,2023-02-08 23:57:02 CET,2023-02-08 23:57:02 CET,2023-02-09 00:00:09 CET,186.383,61,31/03/1998,2
66250,a803ec214ae94813,2023-01-10 07:58:53 CET,2023-01-10 07:58:53 CET,2023-01-10 08:02:06 CET,192.678,90,16/12/1960,2
66251,c2fc2807aa9f17ca,2023-01-10 08:40:48 CET,2023-01-10 08:40:48 CET,2023-01-10 08:45:03 CET,255.022,97,05/06/1963,1
66252,cdb0d2e2aa3044d0,2023-01-10 09:17:52 CET,2023-01-10 09:17:52 CET,2023-01-10 09:20:55 CET,182.472,63,19/09/1997,1
66263,C6022FD2322041B199717C9AE88FE4A9,2023-01-10 11:37:58 CET,2023-01-10 11:37:58 CET,2023-01-10 11:39:48 CET,110.007,57,14/05/1961,2
66264,693297A5677A44D797A8E97FA1D00E19,2023-01-10 12:38:11 CET,2023-01-10 12:38:11 CET,2023-01-10 12:42:46 CET,275.248,127,14/06/1963,2
66266,7B29158F7F644B3CAF3223E9D512BC03,2023-01-10 12:54:40 CET,2023-01-10 12:54:40 CET,2023-01-10 12:59:22 CET,282.243,76,21/09/1970,1
66293,BC9244FCF447424989CDBAC47FB8C02B,2023-01-10 13:42:05 CET,2023-01-10 13:42:05 CET,2023-01-10 13:44:23 CET,138.444,72,13/11/1962,2
66294,0779686153594765AC3F71AD133C2DAD,2023-01-10 14:19:49 CET,2023-01-10 14:19:49 CET,2023-01-10 14:23:55 CET,246.229,63,10/06/2002,2
66297,d41ec13078f6dff3,2023-01-10 14:37:58 CET,2023-01-10 14:37:58 CET,2023-01-10 15:10:54 CET,1976.318,64,18/04/1997,2
66298,5cf0822cfcae2937,2023-01-10 14:38:05 CET,2023-01-10 14:38:05 CET,2023-01-10 15:01:26 CET,1401.463,67,23/11/1961,1
66300,6999256e21ea8368,2023-01-10 14:47:58 CET,2023-01-10 14:47:58 CET,2023-01-10 14:51:57 CET,239.505,86,09/08/1967,2
66301,D9E1501095DC477FAC8578AB28EE104F,2023-01-10 15:10:40 CET,2023-01-10 15:10:40 CET,2023-01-10 15:13:30 CET,170.507,63,29/06/1975,2
66303,6ac061954787e73e,2023-01-10 15:24:38 CET,2023-01-10 15:24:38 CET,2023-01-10 15:34:43 CET,604.431,64,03/06/1964,2
66304,2827D3B891F246A0AA34AD66D72673FC,2023-01-10 15:31:02 CET,2023-01-10 15:31:02 CET,2023-01-10 15:36:27 CET,325.188,57,29/10/1975,1
66305,C090B5BF54DB477FB45E1E1D5FECB88F,2023-01-10 15:36:32 CET,2023-01-10 15:36:32 CET,2023-01-10 15:39:06 CET,154.144,87,17/03/1958,2
66307,df47313a3070f443,2023-01-10 15:53:19 CET,2023-01-10 15:53:19 CET,2023-01-10 15:55:11 CET,111.429,73,07/10/1976,1
66308,F95C92B7942746D4A10240B1B2AEAAE9,2023-01-10 16:06:56 CET,2023-01-10 16:06:56 CET,2023-01-10 16:08:58 CET,122.451,71,09/02/1970,1
66309,5791318c2a1ccde5,2023-01-10 16:11:02 CET,2023-01-10 16:11:02 CET,2023-01-10 16:14:16 CET,194.995,88,14/08/1962,2
66310,4f4ed2aaa3f3d5d3,2023-01-10 16:20:17 CET,2023-01-10 16:20:17 CET,2023-01-10 16:22:16 CET,119.954,68,15/09/1969,2
66312,62023BA9D6A446FDBFEED63853D8AA85,2023-01-10 16:35:00 CET,2023-01-10 16:35:00 CET,2023-01-10 16:47:08 CET,728.248,94,11/01/1972,1
66314,69e252bbc7fb6853,2023-01-10 16:41:20 CET,2023-01-10 16:41:20 CET,2023-01-10 16:45:27 CET,247.028,131,05/06/1963,1
66315,8E1BEB8D34CE405F86F2DD11F5C3CB0B,2023-01-10 15:56:44 WET,2023-01-10 15:56:44 WET,2023-01-10 16:02:06 WET,322.281,74,21/11/1959,2
66317,7CFBC17530A74064994890A48AF1FF95,2023-01-10 17:05:58 CET,2023-01-10 17:05:58 CET,2023-01-10 17:13:58 CET,479.401,59,07/07/1964,2
66318,43988BB3AF4A4B8996EBCE36864CCC3A,2023-01-10 17:15:39 CET,2023-01-10 17:15:39 CET,2023-01-10 18:22:10 CET,3991.193,70,30/05/1981,2
66319,58C4FA98F74A414FB265F2FDDB5FA9F1,2023-01-10 17:20:12 CET,2023-01-10 17:20:12 CET,2023-01-10 17:33:55 CET,822.926,83,10/09/1978,2
66320,b393e6ce9f53f795,2023-01-10 17:45:37 CET,2023-01-10 17:45:37 CET,2023-01-10 17:51:47 CET,369.71,149,24/06/1961,2
66322,FAE243E8CC404716BFCC34A7A044955B,2023-01-10 18:25:32 CET,2023-01-10 18:25:32 CET,2023-01-10 18:28:35 CET,182.749,57,22/12/1982,2
66323,e5adc6c27e8d193d,2023-01-10 18:35:29 CET,2023-01-10 18:35:29 CET,2023-01-10 18:44:33 CET,544.379,54,22/12/1982,2
66324,2F77D2B921414F858A7D299B9765A909,2023-01-10 18:45:30 CET,2023-01-10 18:45:30 CET,2023-01-10 18:48:11 CET,160.968,62,10/01/2023,1
66326,72613B79297245FEA61A58CEA86B5417,2023-01-10 18:57:02 CET,2023-01-10 18:57:02 CET,2023-01-10 18:59:31 CET,148.492,94,18/04/1970,2
66329,6b9332013c3ecc0c,2023-01-10 19:31:02 CET,2023-01-10 19:31:02 CET,2023-01-10 19:45:51 CET,889.035,790,14/01/1998,2
66331,A06A04B7E7E1470BB235040D922F3CC6,2023-01-10 19:39:51 CET,2023-01-10 19:39:51 CET,2023-01-10 19:41:57 CET,126.306,80,14/08/1962,2
66332,de552ed264609807,2023-01-10 19:44:04 CET,2023-01-10 19:44:04 CET,2023-01-10 19:46:03 CET,118.911,74,23/06/1997,2
66333,E611371968F94D8F89FF3D3BD04C8E2A,2023-01-10 19:57:13 CET,2023-01-10 19:57:13 CET,2023-01-10 20:02:23 CET,309.781,65,19/05/1965,2
66335,82165bb10caf6b6c,2023-01-10 20:01:01 CET,2023-01-10 20:01:01 CET,2023-01-10 20:04:06 CET,185.109,88,10/01/2023,2
66336,5567b7799000bc55,2023-01-10 20:02:42 CET,2023-01-10 20:02:42 CET,2023-01-10 20:05:09 CET,146.375,74,18/01/1967,2
66343,ED7149FE822B495EABFF96095F740A73,2023-01-11 07:42:12 CET,2023-01-11 07:42:12 CET,2023-01-11 07:46:42 CET,270.208,107,18/03/1958,1
66344,2A19EE331C4B43A2B1AEA90EE1A2A654,2023-01-11 08:47:05 CET,2023-01-11 08:47:05 CET,2023-01-11 18:39:33 CET,35548.189,79,12/12/1961,1
66348,FAB00FD1740E4713824CEE1857AD76C7,2023-01-11 10:53:49 CET,2023-01-11 10:53:49 CET,2023-01-11 10:55:55 CET,125.892,75,23/02/1975,2
66349,868CBD53FB4546BFBCEDD8D76F1E4699,2023-01-11 12:32:16 CET,2023-01-11 12:32:16 CET,2023-01-12 07:49:11 CET,69414.956,69,15/06/1973,1
66354,DE009A5FF5144C1B857E61097C05AE34,2023-01-11 13:07:07 CET,2023-01-11 13:07:07 CET,2023-01-11 13:11:26 CET,259.485,76,22/05/1970,1
66356,2CDB2B6C1E5D4D598EE24C7062BBC7F4,2023-01-11 13:28:00 CET,2023-01-11 13:28:00 CET,2023-01-11 13:30:23 CET,143.143,119,14/04/1958,2
66357,0598FAE81E48416EBB060AAD3466B525,2023-01-11 13:30:01 CET,2023-01-11 13:30:01 CET,2023-01-11 13:34:26 CET,264.914,55,03/01/1980,2
66358,4b6b811f0f81afb4,2023-01-11 13:30:38 CET,2023-01-11 13:30:38 CET,2023-01-11 13:40:47 CET,608.292,58,05/07/1974,2
66362,A1EDF4242B484B3D99E4983130EF76DF,2023-01-11 14:40:27 CET,2023-01-11 14:40:27 CET,2023-01-11 14:59:12 CET,1124.747,148,05/11/1965,2
66364,6D3E2A87E742499F80129C9C577A1D92,2023-01-11 14:54:35 CET,2023-01-11 14:54:35 CET,2023-01-11 14:56:19 CET,104.342,70,01/01/1972,1
66367,982EC690BE8A4973B7F6EAB145CFA17B,2023-01-11 15:07:38 CET,2023-01-11 15:07:38 CET,2023-01-11 15:11:20 CET,222.072,70,19/06/1968,2
66368,9f24c57eaa53eccf,2023-01-11 15:13:04 CET,2023-01-11 15:13:04 CET,2023-01-11 15:34:01 CET,1256.764,86,22/04/1981,1
66372,C7CFCDF694CC4D95AC50E29700FD3CCF,2023-01-11 15:51:42 CET,2023-01-11 15:51:42 CET,2023-01-11 15:55:32 CET,230.133,79,29/06/1971,1
66373,50cbcda2b3fbe4f5,2023-01-11 16:47:55 CET,2023-01-11 16:47:55 CET,2023-01-11 16:50:27 CET,152.161,79,19/01/1973,2
66377,622a3df412e99359,2023-01-11 18:24:42 CET,2023-01-11 18:24:42 CET,2023-01-11 18:28:32 CET,229.823,53,13/12/1975,2
66378,4E3AF80C8B0942E48375DF6DEA42080E,2023-01-11 18:27:04 CET,2023-01-11 18:27:04 CET,2023-01-11 20:16:18 CET,6554.194,80,15/03/1958,2
66382,DA135E4F1718405D8814F1C98573FD57,2023-01-11 19:49:36 CET,2023-01-11 19:49:36 CET,2023-01-11 19:51:56 CET,140.155,80,02/04/1970,2
66384,7f84a7b1b40e8d3d,2023-01-11 20:15:36 CET,2023-01-11 20:15:36 CET,2023-01-11 20:20:24 CET,288.059,83,10/11/1979,2
66385,B154A36DA2694C24A0E41F39E1AC16E5,2023-01-11 20:41:51 CET,2023-01-11 20:41:51 CET,2023-01-11 20:46:13 CET,262.572,59,06/08/1967,2
66388,7CA53E0888EF49D48C84138513C9F9A2,2023-01-11 21:55:37 CET,2023-01-11 21:55:37 CET,2023-01-11 22:08:12 CET,755.322,107,03/03/1965,2
66392,da6f8507a8b90b48,2023-01-12 07:03:37 CET,2023-01-12 07:03:37 CET,2023-01-12 07:12:53 CET,555.465,59,19/11/1980,2
66400,026eff3119af8d94,2023-01-12 09:35:20 CET,2023-01-12 09:35:20 CET,2023-01-12 09:40:21 CET,301.707,56,20/04/1975,1
66408,01b77edf88338d08,2023-01-12 10:22:51 CET,2023-01-12 10:22:51 CET,2023-01-12 10:33:25 CET,634.184,91,19/04/1962,2
66411,4e4876741b3f0f24,2023-01-12 10:51:58 CET,2023-01-12 10:51:58 CET,2023-01-12 10:55:00 CET,181.401,89,20/08/1962,2
66447,051edaab9a6e3149,2023-01-12 10:56:31 CET,2023-01-12 10:56:31 CET,2023-01-12 17:22:21 CET,23149.292,88,15/09/1968,2
66456,1CBB76C90FEF4AB78838D50EE39012D7,2023-01-12 11:56:49 CET,2023-01-12 11:56:49 CET,2023-01-12 11:59:05 CET,135.72,69,05/10/1975,2
66467,f67eb8db056a1eb5,2023-01-12 14:14:02 CET,2023-01-12 14:14:02 CET,2023-01-12 14:20:48 CET,405.46,92,14/01/1975,2
66474,c8daac3a685f3562,2023-01-12 17:10:35 CET,2023-01-12 17:10:35 CET,2023-01-12 17:12:23 CET,108.094,73,14/01/1975,2
66479,2AD0C06B99FB4D789C25C6EABC1E58F8,2023-01-12 17:27:23 CET,2023-01-12 17:27:23 CET,2023-01-12 17:29:15 CET,112.141,42,09/05/1997,2
66499,AFC2E47C5A5A48FFA368981B7B751572,2023-01-13 03:26:50 CET,2023-01-13 03:26:50 CET,2023-01-13 03:33:45 CET,414.316,70,22/03/1969,2
66504,F0A26014D9984F239B9A9DEA39A83B32,2023-01-13 15:43:56 AEDT,2023-01-13 15:43:56 AEDT,2023-01-13 15:47:51 AEDT,234.971,78,05/07/1974,2
66523,8027bbbab1c5a9df,2023-01-13 10:27:38 CET,2023-01-13 10:27:38 CET,2023-01-13 10:31:19 CET,221.229,73,28/02/1980,1
66535,b7fb3fc3fa284f56,2023-01-13 12:17:36 CET,2023-01-13 12:17:36 CET,2023-01-13 12:21:12 CET,216.265,148,16/09/1961,1
66536,7066b324d1628cec,2023-01-13 12:17:38 CET,2023-01-13 12:17:38 CET,2023-01-13 12:19:51 CET,132.924,81,01/08/1963,1
66540,BF72A4055B0B40C190B37FEE10B14B2B,2023-01-13 12:42:58 CET,2023-01-13 12:42:58 CET,2023-01-13 12:45:52 CET,174.319,80,07/06/1977,1
66541,64146ddede680655,2023-01-13 12:43:34 CET,2023-01-13 12:43:34 CET,2023-01-13 12:51:00 CET,445.344,83,03/10/1969,2
66547,AAA6051E92D44F3E9957947C27AFB21A,2023-01-13 13:16:58 CET,2023-01-13 13:16:58 CET,2023-01-13 13:18:33 CET,94.796,70,06/12/1975,1
66548,4E594AA947DA4AC19FF00A1E9C61268D,2023-01-13 13:25:47 CET,2023-01-13 13:25:47 CET,2023-01-13 13:38:30 CET,762.297,67,20/11/1977,2
66549,54FAEAB734044D97AE2D35CDBA74E7FC,2023-01-13 14:12:05 CET,2023-01-13 14:12:05 CET,2023-01-13 14:13:51 CET,106.255,65,26/06/1977,2
66550,64c0e25ecbf328a9,2023-01-13 14:16:53 CET,2023-01-13 14:16:53 CET,2023-01-13 14:22:22 CET,329.099,77,06/06/1967,2
66552,5b7a2beea58ec5c6,2023-01-13 14:26:54 CET,2023-01-13 14:26:54 CET,2023-01-13 14:28:52 CET,118.692,94,06/06/1978,2
66553,1F85595AD1C746F7BAE6B8012E8DDFC7,2023-01-13 14:32:48 CET,2023-01-13 14:32:48 CET,2023-01-13 14:37:56 CET,308.024,83,19/01/1959,2
66554,502899f3071701e4,2023-01-13 14:37:53 CET,2023-01-13 14:37:53 CET,2023-01-13 14:39:14 CET,81.164,62,26/01/1980,2
66555,a1e62de7e17989f6,2023-01-13 14:48:59 CET,2023-01-13 14:48:59 CET,2023-01-13 14:51:35 CET,156.195,62,05/01/1970,2
66556,E4397F1421434F479B07B91D67AB0084,2023-01-13 14:50:43 CET,2023-01-13 14:50:43 CET,2023-01-13 14:53:19 CET,155.812,62,25/08/1960,1
66558,62F024FF99D049F59B6F6A00200658C7,2023-01-13 15:11:23 CET,2023-01-13 15:11:23 CET,2023-01-13 15:15:07 CET,224.591,85,10/10/1975,1
66559,FFF157C2B3E2483B8B08C4BE73093D3A,2023-01-13 15:23:45 CET,2023-01-13 15:23:45 CET,2023-01-13 15:25:55 CET,130.512,67,24/02/1975,2
66560,93be03e1825bd4ba,2023-01-13 15:28:09 CET,2023-01-13 15:28:09 CET,2023-01-13 15:30:20 CET,131.153,72,13/01/2023,2
66564,422FE4B6B83E4E26AC057D412823065F,2023-01-13 08:57:30 CST,2023-01-13 08:57:30 CST,2023-01-13 09:01:52 CST,262.857,69,06/05/1972,1
66565,9328e5aad8d019ff,2023-01-13 16:17:08 CET,2023-01-13 16:17:08 CET,2023-01-13 16:42:21 CET,1512.136,154,13/03/1958,2
66567,180655910a0682e1,2023-01-13 16:50:11 CET,2023-01-13 16:50:11 CET,2023-01-13 16:58:45 CET,513.809,66,19/07/1980,1
66568,773ec7a2150a2413,2023-01-13 17:01:08 CET,2023-01-13 17:01:08 CET,2023-01-13 17:04:17 CET,189.191,100,02/07/1963,2
66571,BA14923744524EC5AF7ECE92DD57AD5B,2023-01-13 17:36:41 CET,2023-01-13 17:36:41 CET,2023-01-13 17:42:39 CET,357.888,102,17/07/1971,2
66575,ddc7bfa912d1d981,2023-01-13 19:07:47 CET,2023-01-13 19:07:47 CET,2023-01-13 19:09:19 CET,Canceled,Unknown,,
66577,ddc7bfa912d1d981,2023-01-13 19:38:24 CET,2023-01-13 19:38:24 CET,2023-01-14 16:11:29 CET,73985.509,72,23/08/1970,2
66578,B50FCF2F562542BA97679148C501262B,2023-01-13 20:03:10 CET,2023-01-13 20:03:10 CET,2023-01-13 20:12:47 CET,577.393,110,22/12/1965,2
66579,4FB8D5F4C6D440379F8A95D62890562E,2023-01-13 21:17:07 CET,2023-01-13 21:17:07 CET,2023-01-13 21:19:14 CET,127.106,85,13/01/2023,2
66581,3549af7c6179c32a,2023-01-13 22:17:46 CET,2023-01-13 22:17:46 CET,2023-01-13 22:50:21 CET,1955.67,83,05/02/1972,1
66587,51ce25fe317e3d0b,2023-01-14 06:28:24 CET,2023-01-14 06:28:24 CET,2023-01-14 15:09:36 CET,31272.1,103,31/03/1967,2
66588,E511169E3D5B4AB9A5D9591822C50AF6,2023-01-14 10:57:06 CET,2023-01-14 10:57:06 CET,2023-01-14 11:01:12 CET,246.414,113,29/04/1974,2
66589,e13e31d986020804,2023-01-14 11:16:41 CET,2023-01-14 11:16:41 CET,2023-01-14 11:35:50 CET,1149.467,68,06/06/1967,2
66591,29624cb1f739b416,2023-01-14 11:33:17 CET,2023-01-14 11:33:17 CET,2023-01-14 11:36:47 CET,210.424,106,19/07/1980,1
66593,d06c00366221d212,2023-01-14 12:19:10 CET,2023-01-14 12:19:10 CET,2023-01-14 12:24:16 CET,305.874,69,28/07/1976,2
66595,E1E4BB4E92E34614A6B2403E821352D6,2023-01-14 13:40:46 CET,2023-01-14 13:40:46 CET,2023-01-14 13:43:14 CET,147.235,85,16/09/1961,1
66596,c5d3653342e5c0d0,2023-01-14 13:41:30 CET,2023-01-14 13:41:30 CET,2023-01-14 13:43:48 CET,137.711,70,05/01/1970,2
66598,ED6D85CACA724C80B2DC41B9CA2389A7,2023-01-14 14:25:25 CET,2023-01-14 14:25:25 CET,2023-01-14 14:28:15 CET,170.338,75,06/05/1972,1
66600,C501F92D3B964DAE91459CEFAB4043EE,2023-01-14 15:00:51 CET,2023-01-14 15:00:51 CET,2023-01-14 15:07:08 CET,377.452,84,04/06/1971,1
66602,5311ffd02c6e0c8a,2023-01-14 15:49:35 CET,2023-01-14 15:49:35 CET,2023-01-14 18:06:40 CET,8224.687,73,14/01/2023,1
66606,c7367dd0ee266b24,2023-01-14 16:52:52 CET,2023-01-14 16:52:52 CET,2023-01-14 16:54:38 CET,106.402,50,20/11/1977,2
66607,AD8C7A03704F476686334735D48BF930,2023-01-14 16:55:40 CET,2023-01-14 16:55:40 CET,2023-01-14 16:57:38 CET,118.551,68,25/02/1975,1
66610,2BC053FCA5B8477AA08DBD8C33393572,2023-01-14 18:17:47 CET,2023-01-14 18:17:47 CET,2023-01-14 18:19:59 CET,131.173,62,19/11/1976,1
66614,0B7E32EC32CC466EB6CD474CE032E2AB,2023-01-14 19:56:49 CET,2023-01-14 19:56:49 CET,2023-01-14 20:18:38 CET,1308.755,109,25/08/1960,1
66615,7acf8f359daa1a20,2023-01-14 20:27:33 CET,2023-01-14 20:27:33 CET,2023-01-14 20:32:41 CET,308.347,157,22/02/1972,2
66617,9322D3FF40FB4AEAA772273CEE5AD023,2023-01-14 21:31:47 CET,2023-01-14 21:31:47 CET,2023-01-14 21:33:35 CET,108.071,60,29/04/1974,2
66618,7c8696b1b7f5084c,2023-01-14 22:02:43 CET,2023-01-14 22:02:43 CET,2023-01-14 22:06:49 CET,245.614,173,02/10/1973,2
66620,D058942F92A84D0292F77472A1CFBA88,2023-01-14 23:19:28 CET,2023-01-14 23:19:28 CET,2023-01-15 21:02:17 CET,78169.127,89,12/03/1970,2
66621,ce7ccde435be18f9,2023-01-14 23:19:11 CET,2023-01-14 23:19:11 CET,2023-01-14 23:20:53 CET,101.761,60,03/10/1969,2
66625,8E3C5BB376DD419BB2C7C7C40537DB81,2023-01-15 08:27:17 CET,2023-01-15 08:27:17 CET,2023-01-15 08:29:52 CET,155.139,74,13/04/1973,1
66627,fe33f2563b738c6e,2023-01-15 13:41:00 CET,2023-01-15 13:41:00 CET,2023-01-15 13:43:58 CET,177.755,94,03/08/1960,2
66630,56810A5CDAE5439198DF2264A3C26F1B,2023-01-15 15:07:33 CET,2023-01-15 15:07:33 CET,2023-01-15 15:09:25 CET,112.152,84,14/04/1958,1
66636,4A97462D05A245EBAA52BB92DE1E892D,2023-01-15 17:30:43 CET,2023-01-15 17:30:43 CET,2023-01-15 17:39:34 CET,530.921,110,04/10/1963,2
66640,aefee21ffc4c07ed,2023-01-15 13:56:29 EST,2023-01-15 13:56:29 EST,2023-01-15 14:01:33 EST,303.504,69,06/02/1973,1
66641,f1402ff287b738a8,2023-01-15 20:13:37 CET,2023-01-15 20:13:37 CET,2023-01-15 20:15:53 CET,136.196,70,03/11/1978,2
66642,8b5046fb60820af8,2023-01-15 20:47:19 CET,2023-01-15 20:47:19 CET,2023-01-16 09:32:06 CET,45886.662,58,23/03/1978,2
